2024-04-17, 00:00:05	ch1:0.97347
2024-04-17, 00:05:04	ch1:0.95934
2024-04-17, 00:10:04	ch1:0.95428
2024-04-17, 00:15:04	ch1:0.9544
2024-04-17, 00:20:04	ch1:0.94622
2024-04-17, 00:25:04	ch1:0.94097
2024-04-17, 00:30:04	ch1:0.93584
2024-04-17, 00:35:04	ch1:0.9314
2024-04-17, 00:40:04	ch1:0.92603
2024-04-17, 00:45:06	ch1:0.91278
2024-04-17, 00:50:07	ch1:0.9089
2024-04-17, 00:55:04	ch1:0.90534
2024-04-17, 01:00:04	ch1:0.90272
2024-04-17, 01:05:04	ch1:0.90278
2024-04-17, 01:10:04	ch1:0.89359
2024-04-17, 01:15:04	ch1:0.89015
2024-04-17, 01:20:04	ch1:0.88596
2024-04-17, 01:25:05	ch1:0.87921
2024-04-17, 01:30:04	ch1:0.87778
2024-04-17, 01:35:04	ch1:0.86821
2024-04-17, 01:40:04	ch1:0.86346
2024-04-17, 01:45:04	ch1:0.85871
2024-04-17, 01:50:04	ch1:0.85596
2024-04-17, 01:55:04	ch1:0.85084
2024-04-17, 02:00:04	ch1:0.84253
2024-04-17, 02:05:04	ch1:0.82396
2024-04-17, 02:10:04	ch1:0.82646
2024-04-17, 02:15:04	ch1:0.82553
2024-04-17, 02:20:04	ch1:0.81659
2024-04-17, 02:25:05	ch1:0.81452
2024-04-17, 02:30:04	ch1:0.80759
2024-04-17, 02:35:04	ch1:0.80446
2024-04-17, 02:40:04	ch1:0.80384
2024-04-17, 02:45:04	ch1:0.7924
2024-04-17, 02:50:04	ch1:0.78615
2024-04-17, 02:55:04	ch1:0.78109
2024-04-17, 03:00:04	ch1:0.78265
2024-04-17, 03:05:04	ch1:0.77971
2024-04-17, 03:10:05	ch1:0.77352
2024-04-17, 03:15:04	ch1:0.76715
2024-04-17, 03:20:04	ch1:0.76009
2024-04-17, 03:25:04	ch1:0.76202
2024-04-17, 03:30:04	ch1:0.75659
2024-04-17, 03:35:04	ch1:0.75609
2024-04-17, 03:40:04	ch1:0.75059
2024-04-17, 03:45:04	ch1:0.74515
2024-04-17, 03:50:04	ch1:0.74146
2024-04-17, 03:55:04	ch1:0.72821
2024-04-17, 04:00:04	ch1:0.71415
2024-04-17, 04:05:04	ch1:0.70502
2024-04-17, 04:10:04	ch1:0.70846
2024-04-17, 04:15:04	ch1:0.69571
2024-04-17, 04:20:05	ch1:0.69671
2024-04-17, 04:25:04	ch1:0.69565
2024-04-17, 04:30:04	ch1:0.6919
2024-04-17, 04:35:04	ch1:0.68933
2024-04-17, 04:40:04	ch1:0.68965
2024-04-17, 04:45:04	ch1:0.68715
2024-04-17, 04:50:04	ch1:0.68421
2024-04-17, 04:55:04	ch1:0.6844
2024-04-17, 05:00:04	ch1:0.68196
2024-04-17, 05:05:04	ch1:0.68058
2024-04-17, 05:10:04	ch1:0.68033
2024-04-17, 05:15:04	ch1:0.67452
2024-04-17, 05:20:04	ch1:0.67983
2024-04-17, 05:25:04	ch1:0.67658
2024-04-17, 05:30:04	ch1:0.67396
2024-04-17, 05:35:04	ch1:0.67208
2024-04-17, 05:40:04	ch1:0.66871
2024-04-17, 05:45:04	ch1:0.67221
