2024-04-16, 10:55:04	ch1:0.62302
2024-04-16, 11:00:04	ch1:0.62833
2024-04-16, 11:05:04	ch1:0.63333
2024-04-16, 11:10:04	ch1:0.63308
2024-04-16, 11:15:04	ch1:0.63858
2024-04-16, 11:20:04	ch1:0.64039
2024-04-16, 11:25:04	ch1:0.62846
2024-04-16, 11:30:04	ch1:0.64639
2024-04-16, 11:35:04	ch1:0.65239
2024-04-16, 11:40:04	ch1:0.65108
2024-04-16, 11:45:04	ch1:0.65671
2024-04-16, 11:50:04	ch1:0.65496
2024-04-16, 11:55:04	ch1:0.66133
2024-04-16, 12:00:04	ch1:0.66371
2024-04-16, 12:05:04	ch1:0.66477
2024-04-16, 12:10:04	ch1:0.66371
2024-04-16, 12:15:05	ch1:0.62946
2024-04-16, 12:20:04	ch1:0.60383
2024-04-16, 12:25:04	ch1:0.60133
2024-04-16, 12:30:04	ch1:0.59989
2024-04-16, 12:35:04	ch1:0.61102
2024-04-16, 12:40:04	ch1:0.61002
2024-04-16, 12:45:04	ch1:0.60696
2024-04-16, 12:50:04	ch1:0.59802
2024-04-16, 12:55:04	ch1:0.59977
2024-04-16, 13:00:04	ch1:0.60558
2024-04-16, 13:05:04	ch1:0.60439
2024-04-16, 13:10:04	ch1:0.61521
2024-04-16, 13:15:04	ch1:0.61471
2024-04-16, 13:20:04	ch1:0.62777
2024-04-16, 13:25:04	ch1:0.62933
2024-04-16, 13:30:04	ch1:0.61983
2024-04-16, 13:35:04	ch1:0.61827
2024-04-16, 13:40:04	ch1:0.60877
2024-04-16, 13:45:04	ch1:0.60883
2024-04-16, 13:50:04	ch1:0.61246
2024-04-16, 13:55:05	ch1:0.60408
2024-04-16, 14:00:04	ch1:0.59408
2024-04-16, 14:05:04	ch1:0.58777
2024-04-16, 14:10:04	ch1:0.59208
2024-04-16, 14:15:04	ch1:0.59552
2024-04-16, 14:20:04	ch1:0.59777
2024-04-16, 14:25:04	ch1:0.59808
2024-04-16, 14:30:04	ch1:0.59089
2024-04-16, 14:35:04	ch1:0.57627
2024-04-16, 14:40:04	ch1:0.58858
2024-04-16, 14:45:04	ch1:0.58677
2024-04-16, 14:50:04	ch1:0.59408
2024-04-16, 14:55:04	ch1:0.58521
2024-04-16, 15:00:04	ch1:0.58802
2024-04-16, 15:05:04	ch1:0.59302
2024-04-16, 15:10:04	ch1:0.58546
2024-04-16, 15:15:04	ch1:0.5617
2024-04-16, 15:20:04	ch1:0.57389
2024-04-16, 15:25:04	ch1:0.5682
2024-04-16, 15:30:04	ch1:0.58652
2024-04-16, 15:35:04	ch1:0.59902
2024-04-16, 15:40:04	ch1:0.59183
2024-04-16, 15:45:04	ch1:0.60271
2024-04-16, 15:50:04	ch1:0.60108
2024-04-16, 15:55:04	ch1:0.60383
2024-04-16, 16:00:04	ch1:0.60502
2024-04-16, 16:05:04	ch1:0.59502
2024-04-16, 16:10:04	ch1:0.58527
2024-04-16, 16:15:04	ch1:0.58658
2024-04-16, 16:20:04	ch1:0.56164
2024-04-16, 16:25:04	ch1:0.55964
2024-04-16, 16:30:05	ch1:0.55552
2024-04-16, 16:35:04	ch1:0.5722
2024-04-16, 16:40:17	ch1:0.57558
2024-04-16, 16:45:04	ch1:0.58664
2024-04-16, 16:50:04	ch1:0.59096
2024-04-16, 16:55:04	ch1:0.59896
2024-04-16, 17:00:04	ch1:0.59896
2024-04-16, 17:08:52	ch1:0.62864
2024-04-16, 17:10:04	ch1:0.63377
2024-04-16, 17:15:04	ch1:0.64202
2024-04-16, 17:16:29	ch1:0.64496
2024-04-16, 17:20:04	ch1:0.64471
2024-04-16, 17:25:04	ch1:0.64321
2024-04-16, 17:30:04	ch1:0.64152
2024-04-16, 17:35:04	ch1:0.6574
2024-04-16, 17:40:04	ch1:0.66852
2024-04-16, 17:45:04	ch1:0.67333
2024-04-16, 17:50:04	ch1:0.67083
2024-04-16, 17:55:04	ch1:0.67533
2024-04-16, 18:00:04	ch1:0.68021
2024-04-16, 18:05:04	ch1:0.68852
2024-04-16, 18:10:04	ch1:0.69065
2024-04-16, 18:15:04	ch1:0.68315
2024-04-16, 18:20:04	ch1:0.67252
2024-04-16, 18:25:04	ch1:0.66396
2024-04-16, 18:30:04	ch1:0.65683
2024-04-16, 18:35:04	ch1:0.64977
2024-04-16, 18:40:04	ch1:0.64321
2024-04-16, 18:45:04	ch1:0.63564
2024-04-16, 18:50:04	ch1:0.63039
2024-04-16, 18:55:04	ch1:0.62458
2024-04-16, 19:00:04	ch1:0.62183
2024-04-16, 19:05:04	ch1:0.61589
2024-04-16, 19:10:04	ch1:0.61596
2024-04-16, 19:15:04	ch1:0.62077
2024-04-16, 19:20:04	ch1:0.62371
2024-04-16, 19:25:04	ch1:0.62939
2024-04-16, 19:30:04	ch1:0.62977
2024-04-16, 19:35:04	ch1:0.62127
2024-04-16, 19:40:04	ch1:0.62639
2024-04-16, 19:45:04	ch1:0.62939
2024-04-16, 19:50:04	ch1:0.63271
2024-04-16, 19:55:11	ch1:0.63364
2024-04-16, 20:00:05	ch1:0.63439
2024-04-16, 20:05:04	ch1:0.63677
2024-04-16, 20:10:04	ch1:0.63883
2024-04-16, 20:15:04	ch1:0.64483
2024-04-16, 20:20:04	ch1:0.64802
2024-04-16, 20:25:04	ch1:0.71277
2024-04-16, 20:30:04	ch1:0.74359
2024-04-16, 20:35:04	ch1:0.78515
2024-04-16, 20:40:04	ch1:0.80359
2024-04-16, 20:45:04	ch1:0.80615
2024-04-16, 20:50:04	ch1:0.80371
2024-04-16, 20:55:04	ch1:0.80646
2024-04-16, 21:00:04	ch1:0.80646
2024-04-16, 21:05:04	ch1:0.8064
2024-04-16, 21:10:04	ch1:0.8049
2024-04-16, 21:15:04	ch1:0.80627
2024-04-16, 21:20:04	ch1:0.8099
2024-04-16, 21:25:04	ch1:0.80702
2024-04-16, 21:30:04	ch1:0.80471
2024-04-16, 21:35:04	ch1:0.80321
2024-04-16, 21:40:04	ch1:0.80115
2024-04-16, 21:45:04	ch1:0.8014
2024-04-16, 21:50:04	ch1:0.80059
2024-04-16, 21:55:04	ch1:0.80071
2024-04-16, 22:00:04	ch1:0.80034
2024-04-16, 22:05:04	ch1:0.8029
2024-04-16, 22:10:04	ch1:0.80752
2024-04-16, 22:15:04	ch1:0.81146
2024-04-16, 22:20:04	ch1:0.81234
2024-04-16, 22:25:04	ch1:0.81546
2024-04-16, 22:30:04	ch1:0.82096
2024-04-16, 22:35:04	ch1:0.80584
2024-04-16, 22:40:04	ch1:0.80496
2024-04-16, 22:45:05	ch1:0.80515
2024-04-16, 22:50:04	ch1:0.83978
2024-04-16, 22:55:04	ch1:0.88584
2024-04-16, 23:00:04	ch1:0.91715
2024-04-16, 23:05:04	ch1:0.91678
2024-04-16, 23:10:04	ch1:0.92284
2024-04-16, 23:15:04	ch1:0.91822
2024-04-16, 23:20:04	ch1:0.91628
2024-04-16, 23:25:04	ch1:0.91959
2024-04-16, 23:30:04	ch1:0.9149
2024-04-16, 23:35:04	ch1:0.91122
2024-04-16, 23:40:04	ch1:0.90759
2024-04-16, 23:45:04	ch1:0.9059
2024-04-16, 23:50:04	ch1:0.99653
2024-04-16, 23:55:04	ch1:0.98809
